Animal's Name,License Issue Date,License Number,Primary Breed,Secondary Breed,Species,ZIP Code
Joey,2013-11-26T00:00:00.000,720391,Domestic Medium Hair,,Cat,98115
Dashiell,2013-11-13T00:00:00.000,,Great Dane,,Dog,98103
Casper,2013-12-15T00:00:00.000,578242,Siamese,Mix,Cat,98133
Barkley,2013-08-29T00:00:00.000,585696,"Retriever, Labrador",Rottweiler,Dog,98115
,2013-08-19T00:00:00.000,896411,Domestic Shorthair,,Cat,98118
Jaxx,2013-09-09T00:00:00.000,900513,"Retriever, Labrador",,Dog,98125
,2013-08-19T00:00:00.000,896410,Domestic Shorthair,,Cat,98118
Happy,2013-09-25T00:00:00.000,24237,Border Collie,,Dog,98125
Kindra,2013-09-09T00:00:00.000,956908,Domestic Shorthair,,Cat,98122
Julliett,2013-08-14T00:00:00.000,955347,"Terrier, American Staffordshire",,Dog,98118
Roxy,2013-08-14T00:00:00.000,24287,Australian Cattle Dog,Belgian Sheepdog,Dog,98117
Bronx,2013-08-07T00:00:00.000,79567,Rottweiler,,Dog,98199
Dozer,2013-11-08T00:00:00.000,79405,"Poodle, Miniature",,Dog,98117
Zolo,2013-10-22T00:00:00.000,138067,Catahoula Leopard dog,Australian Cattle Dog,Dog,98118
Coco,2013-10-07T00:00:00.000,211185,Havanese,,Dog,98102
Cali,2013-08-25T00:00:00.000,574136,Domestic Shorthair,,Cat,98119
Clio,2013-08-25T00:00:00.000,574137,Domestic Shorthair,,Cat,98119
Rainbow,2013-11-16T00:00:00.000,902326,Shih Tzu,,Dog,98115
Meg,2013-08-22T00:00:00.000,355204,"Retriever, Labrador",,Dog,98126
Tiger Pham,2013-07-31T00:00:00.000,433649,Domestic Shorthair,,Cat,98108
Sheba,2013-07-19T00:00:00.000,433567,Domestic Shorthair,,Cat,98122
Jessie,2013-08-23T00:00:00.000,23628,"Terrier, Rat",,Dog,98136
Bridget,2013-08-25T00:00:00.000,957205,"Terrier, Soft Coated Wheaten",,Dog,98119
Paisley,2013-09-04T00:00:00.000,18979,Domestic Longhair,,Cat,98199
Layla,2013-11-13T00:00:00.000,951755,Shepherd,Siberian Husky,Dog,98125
Enigma,2013-09-13T00:00:00.000,572625,Domestic Shorthair,,Cat,98125
Murphy,2013-07-29T00:00:00.000,278877,"Retriever, Labrador",Mix,Dog,98121
Lucca,2013-08-26T00:00:00.000,441188,"Pointer, German Shorthaired",,Dog,98117
Doodlebug,2013-12-30T00:00:00.000,80728,Shih Tzu,,Dog,98117
Roger,2013-09-13T00:00:00.000,572630,Domestic Shorthair,,Cat,98103
Bella Pham,2013-08-03T00:00:00.000,581087,"Spaniel, American Cocker",,Dog,98108
Ceri,2013-08-26T00:00:00.000,,"Spaniel, Cavalier King Charles",,Dog,98177
Jasmine,2013-08-19T00:00:00.000,356684,"Dachshund, Standard Smooth Haired",Beagle,Dog,98103
Bode,2013-08-07T00:00:00.000,903391,"Retriever, Golden",,Dog,98115
MoMo,2013-08-27T00:00:00.000,958444,"Retriever, Labrador",Mix,Dog,98144
Ranger,2013-09-18T00:00:00.000,958545,Belgian Malinois,,Dog,98125
Brinkley,2013-09-23T00:00:00.000,25570,Papillon,,Dog,98115
Ebony,2013-12-19T00:00:00.000,951776,"Retriever, Labrador",,Dog,98105
Feral,2013-08-07T00:00:00.000,22101,Domestic Medium Hair,,Cat,98121
Boo Boo,2013-08-30T00:00:00.000,81205,"Retriever, Golden",,Dog,98118
Sasha,2013-08-08T00:00:00.000,137767,"Terrier, Fox, Wire",,Dog,98117
Bobby,2013-10-09T00:00:00.000,585234,Japanese Chin,,Dog,98125
Hugo,2013-12-04T00:00:00.000,137899,"Bulldog, French",,Dog,98107
Wylie,2013-10-17T00:00:00.000,212735,"Poodle, Miniature",,Dog,98106
Thomas,2013-09-03T00:00:00.000,276668,Maine Coon,,Cat,98102
Duke,2013-08-13T00:00:00.000,280976,"Terrier, Boston",,Dog,98115
Goldie,2013-08-09T00:00:00.000,358774,"Dachshund, Standard Smooth Haired","Welsh Corgi, Cardigan",Dog,98119
Noli,2013-10-29T00:00:00.000,358498,"Pointer, German Shorthaired",,Dog,98115
Pansy,2013-11-26T00:00:00.000,582152,Pug,,Dog,98115
Kona,2013-09-18T00:00:00.000,582054,Basset Hound,,Dog,98199
Pete,2013-10-17T00:00:00.000,,Terrier,Mix,Dog,98136
Sofia,2013-09-12T00:00:00.000,576643,Domestic Shorthair,,Cat,98101
Poca,2013-08-19T00:00:00.000,958946,Basenji,Whippet,Dog,98115
Hannah,2013-11-14T00:00:00.000,832989,Domestic Longhair,,Cat,98133
Miss Kitty,2013-09-26T00:00:00.000,825484,Domestic Shorthair,,Cat,98133
Yoshi,2013-11-14T00:00:00.000,902842,"Poodle, Toy",Terrier,Dog,98118
Patches,2013-07-11T00:00:00.000,280439,Pomeranian,"Poodle, Miniature",Dog,98133
Betty Boop,2013-09-24T00:00:00.000,214493,"Terrier, American Pit Bull",,Dog,98107
Pike,2013-11-07T00:00:00.000,353190,Domestic Shorthair,,Cat,98122
Frida,2013-10-08T00:00:00.000,582707,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",Dog,98117
Zoe,2013-12-20T00:00:00.000,139395,"Retriever, Labrador",,Dog,98116
Skip,2013-12-06T00:00:00.000,830150,"Terrier, Yorkshire",,Dog,98103
,2013-11-14T00:00:00.000,905039,Spaniel,Mix,Dog,98117
Rider,2013-10-07T00:00:00.000,959966,Havanese,,Dog,98102
Parker,2013-09-09T00:00:00.000,960357,Beagle,,Dog,98115
Percy,2013-12-17T00:00:00.000,903458,"Retriever, Labrador",,Dog,98109
Caleb,2013-12-09T00:00:00.000,897376,Domestic Medium Hair,,Cat,98118
Rollo,2013-12-31T00:00:00.000,960060,Xoloitzcuintli,,Dog,98102
Liliana,2013-12-19T00:00:00.000,899074,Mastiff,,Dog,98117
Jack,2013-08-06T00:00:00.000,82624,"Retriever, Labrador","Poodle, Standard",Dog,98126
Sachi,2013-12-09T00:00:00.000,214681,"Retriever, Labrador",,Dog,98107
Jambo,2013-12-31T00:00:00.000,214509,"Retriever, Golden",,Dog,98105
Bonny,2013-12-03T00:00:00.000,214753,"Terrier, Cairn","Poodle, Miniature",Dog,98102
Tinkerbell,2013-08-04T00:00:00.000,578598,Domestic Longhair,Mix,Cat,98106
Freya,2013-08-15T00:00:00.000,584682,"Retriever, Labrador",,Dog,98121
Luisinha,2013-08-16T00:00:00.000,579076,Domestic Shorthair,,Cat,98115
Snookie,2013-08-08T00:00:00.000,897577,Domestic Shorthair,,Cat,98117
Opie,2013-12-10T00:00:00.000,729260,Rottweiler,"Retriever, Labrador",Dog,98126
Qiao,2013-10-29T00:00:00.000,834717,"Spaniel, Cavalier King Charles",,Dog,98155
Bobak,2013-12-10T00:00:00.000,22534,Domestic Shorthair,,Cat,98117
Maggie,2013-11-05T00:00:00.000,886336,"Terrier, West Highland White",,Dog,98104
Zeus,2013-11-21T00:00:00.000,732373,Domestic Shorthair,,Cat,98107
Alby,2013-10-27T00:00:00.000,833294,Domestic Longhair,,Cat,98121
Doozy,2013-11-27T00:00:00.000,904079,German Shepherd,Siberian Husky,Dog,98199
Max,2013-12-02T00:00:00.000,951799,"Retriever, Labrador",,Dog,98125
Piper,2013-09-03T00:00:00.000,442764,Australian Shepherd,,Dog,98109
Tommy,2013-08-12T00:00:00.000,70486,"Poodle, Miniature",Pomeranian,Dog,98117
Lola,2013-11-26T00:00:00.000,723448,"Retriever, Labrador",,Dog,98115
Quincy,2013-08-09T00:00:00.000,204950,Ragdoll,,Cat,98177
Sylvie,2013-08-06T00:00:00.000,959471,"Poodle, Standard",,Dog,98115
Geiser,2013-09-05T00:00:00.000,357404,Xoloitzcuintli,,Dog,98102
Macy,2013-10-26T00:00:00.000,278036,Domestic Shorthair,,Cat,98116
Molly,2013-10-29T00:00:00.000,904018,"Poodle, Miniature",Mix,Dog,98105
Zoe,2013-08-16T00:00:00.000,282167,German Shepherd,Mix,Dog, 
Crow,2013-09-23T00:00:00.000,585049,Chow Chow,Mix,Dog,98101
Lola,2013-12-30T00:00:00.000,904383,"Chihuahua, Short Coat",,Dog,98178
Filson,2013-09-16T00:00:00.000,215651,"Retriever, Labrador",,Dog,98115
Mattie,2013-12-09T00:00:00.000,280967,"Retriever, Labrador",,Dog,98136
Alanis,2013-11-27T00:00:00.000,901923,"Retriever, Labrador",,Dog,98107
Finnegan,2013-09-09T00:00:00.000,283194,"Terrier, Airedale",Irish Wolfhound,Dog,98112
Brie,2013-09-23T00:00:00.000,22633,American Shorthair,,Cat,98115
Bethany,2013-09-15T00:00:00.000,946011,Great Dane,"Retriever, Labrador",Dog,98108
Pinwheel,2014-05-16T00:00:00.000,423136,Domestic Shorthair,,Cat,98115
Kirby,2014-04-15T00:00:00.000,280987,"Terrier, West Highland White",,Dog,98106
Micky,2014-01-27T00:00:00.000,947268,Domestic Shorthair,,Cat,98117
Alexandra,2014-04-16T00:00:00.000,122243,Domestic Shorthair,,Cat,98115
Flurry,2014-04-04T00:00:00.000,342673,Domestic Shorthair,Siamese,Cat,98107
Pippen,2014-04-12T00:00:00.000,895160,"Welsh Corgi, Cardigan",,Dog,98102
Chloe,2014-05-02T00:00:00.000,68170,American Shorthair,,Cat,98104
Tetherball,2014-04-11T00:00:00.000,581006,"Poodle, Standard",,Dog,98118
Auggie,2014-04-03T00:00:00.000,141148,"Pointer, German Shorthaired",,Dog,98103
Pepper,2014-04-12T00:00:00.000,955112,"Spaniel, English Springer",,Dog,98112
Annie,2014-04-24T00:00:00.000,585909,Beagle,,Dog,98105
Frisky,2014-06-05T00:00:00.000,128332,Domestic Longhair,,Cat,98116
Zoey,2014-05-16T00:00:00.000,22319,Domestic Shorthair,,Cat,98112
Snuggles,2014-04-10T00:00:00.000,216154,"Spaniel, American Cocker",,Dog,98115
Zoe,2014-05-16T00:00:00.000,951637,"Retriever, Labrador",Mix,Dog,98122
Eliza,2014-04-24T00:00:00.000,428266,Domestic Shorthair,,Cat,98112
Vivi,2014-04-10T00:00:00.000,573374,Domestic Shorthair,,Cat,98199
,2014-01-27T00:00:00.000,123859,Domestic Shorthair,,Cat,98119
Prince,2014-04-28T00:00:00.000,894719,Keeshond,,Dog,98115
Bingo,2014-04-04T00:00:00.000,23977,Irish Wolfhound,Chow Chow,Dog,98108
Esme,2014-04-10T00:00:00.000,948531,Siamese,Mix,Cat,98117
Clyde,2014-03-31T00:00:00.000,902937,"Terrier, American Staffordshire",,Dog,98119
Mousie,2014-05-08T00:00:00.000,68735,Siamese,,Cat,98117
Mia,2014-04-28T00:00:00.000,79304,Shepherd,"Retriever, Labrador",Dog,98122
Austin,2014-04-11T00:00:00.000,200866,"Retriever, Golden",,Dog,98116
Tom,2014-05-16T00:00:00.000,125905,Domestic Shorthair,,Cat,98106
Koa,2014-04-02T00:00:00.000,268506,Domestic Longhair,,Cat,98126
Riga,2014-04-22T00:00:00.000,283203,Chow Chow,Mix,Dog,98122
Schmeegle,2014-05-19T00:00:00.000,270786,Shih Tzu,,Dog,98112
Bella,2014-06-05T00:00:00.000,726008,"Retriever, Labrador",Newfoundland,Dog,98118
Jadin,2014-04-28T00:00:00.000,714149,Domestic Shorthair,,Cat,98117
Bella,2014-04-28T00:00:00.000,714148,Domestic Shorthair,,Cat,98117
Sazi,2014-06-02T00:00:00.000,,"Retriever, Labrador",,Dog,98112
Kirra,2014-06-06T00:00:00.000,903868,Border Collie,Australian Shepherd,Dog,98177
Honey,2014-05-27T00:00:00.000,281426,Boxer,Basenji,Dog,98133
Rascal,2014-06-05T00:00:00.000,71011,Terrier,,Dog,98109
Frida,2014-04-28T00:00:00.000,958759,German Shepherd,,Dog,98115
Brie,2014-04-07T00:00:00.000,138618,Bichon Frise,,Dog,98125
Annie,2014-04-07T00:00:00.000,138661,Bichon Frise,"Poodle, Miniature",Dog,98125
Bentley,2014-05-22T00:00:00.000,275448,Rhodesian Ridgeback,,Dog,98109
Sara,2014-04-11T00:00:00.000,270838,Coton de Tulear,,Dog,98119
Lucie,2014-05-19T00:00:00.000,355926,Havanese,,Dog,98118
Dexter,2014-03-04T00:00:00.000,949532,Domestic Medium Hair,,Cat,98136
Sushi,2014-02-13T00:00:00.000,903842,"Retriever, Labrador","Poodle, Miniature",Dog,98112
Hallie,2014-04-24T00:00:00.000,894539,Boxer,Mix,Dog,99352
Laci,2014-05-30T00:00:00.000,898701,Rottweiler,Spaniel,Dog,98116
Houdini,2014-05-03T00:00:00.000,949586,Maine Coon,,Cat,98116
,2014-04-07T00:00:00.000,951418,Domestic Shorthair,,Cat,98103
Calie,2014-04-14T00:00:00.000,17709,Whippet,"Retriever, Labrador",Dog,98125
Kaiser,2014-04-03T00:00:00.000,127542,Siamese,,Cat,98115
Dusty,2014-02-03T00:00:00.000,17654,"Schnauzer, Standard",,Dog,98117
Jackson,2014-04-15T00:00:00.000,138281,"Retriever, Labrador",,Dog,98199
Evi,2014-04-04T00:00:00.000,132790,German Shepherd,,Dog,98125
Zadie,2014-06-13T00:00:00.000,138994,Siberian Husky,Mix,Dog,98126
Sally,2014-04-07T00:00:00.000,138004,"Terrier, Fox, Wire",,Dog,98103
Frankie,2014-05-16T00:00:00.000,141179,Australian Shepherd,,Dog,98102
Gracie,2014-05-16T00:00:00.000,721773,"Setter, English",,Dog,98133
Millie b good,2014-04-14T00:00:00.000,130504,"Pointer, German Wirehaired",,Dog,98116
Gracie,2014-04-16T00:00:00.000,130507,"Spaniel, American Cocker",,Dog,98136
Thor,2014-04-04T00:00:00.000,205620,"Dachshund, Standard Smooth Haired",,Dog,98121
Alice,2014-02-10T00:00:00.000,283283,Shepherd,Mix,Dog,98105
Myla,2014-06-13T00:00:00.000,820304,"Bulldog, English",Bulldog,Dog,98116
Kona,2014-02-19T00:00:00.000,895189,"Spaniel, English Springer",,Dog,98103
Tigra,2014-06-27T00:00:00.000,268499,Domestic Shorthair,,Cat,98119
Chauncy,2014-01-17T00:00:00.000,355538,"Poodle, Standard",,Dog,98146
Magic,2014-06-02T00:00:00.000,348238,"Retriever, Labrador",,Dog,98112
Hooper,2014-02-05T00:00:00.000,442684,"Terrier, Boston",,Dog,98115
Mogul,2014-05-16T00:00:00.000,75242,"Retriever, Golden",,Dog,98103
Cally,2014-04-11T00:00:00.000,569594,Domestic Shorthair,,Cat,98117
Neenah,2014-06-16T00:00:00.000,572674,"Retriever, Labrador",,Dog,98102
Propane,2014-05-22T00:00:00.000,569748,American Shorthair,,Cat,98122
Amanda,2014-06-03T00:00:00.000,358453,"Retriever, Golden",,Dog,98102
Link,2014-05-16T00:00:00.000,,Domestic Shorthair,,Cat,98116
Jack,2014-04-23T00:00:00.000,574998,"Terrier, Bull",,Dog,98122
Tahoe,2014-04-04T00:00:00.000,582719,"Retriever, Golden",,Dog,98115
Bailey,2014-04-11T00:00:00.000,720933,Domestic Shorthair,,Cat,98115
Rosko,2014-04-11T00:00:00.000,821999,"Retriever, Labrador",,Dog,98115
Milo P. Dog,2014-06-03T00:00:00.000,822272,"Retriever, Labrador",,Dog,98105
Spike,2014-04-11T00:00:00.000,814663,Domestic Shorthair,,Cat,98199
Dagny,2014-04-11T00:00:00.000,205319,Beagle,,Dog,98122
Bobo,2014-04-14T00:00:00.000,131338,"Retriever, Golden",,Dog,98103
Trabel,2014-04-08T00:00:00.000,128516,LaPerm,,Cat,98106
Rhiannon,2014-04-28T00:00:00.000,351057,Domestic Shorthair,,Cat,98101
Katie,2014-05-20T00:00:00.000,201588,Australian Cattle Dog,Mix,Dog,98115
Aspen,2014-05-23T00:00:00.000,348830,Siberian Husky,,Dog,98115
Ben,2014-06-10T00:00:00.000,348602,Border Collie,,Dog,98133
Milo,2014-05-03T00:00:00.000,585019,Shepherd,"Retriever, Labrador",Dog,98106
Sasha,2014-04-03T00:00:00.000,445209,Russian Blue,,Cat,98112
Buddy,2014-04-02T00:00:00.000,331286,"Schnauzer, Miniature",,Dog,98144
Chloe,2014-04-21T00:00:00.000,436360,"Terrier, West Highland White",,Dog,98126
Buffy,2014-04-11T00:00:00.000,814662,Domestic Shorthair,,Cat,98199
Jonsey,2014-05-01T00:00:00.000,203809,Domestic Shorthair,,Cat,98117
Max,2014-04-04T00:00:00.000,729094,Bichon Frise,"Poodle, Miniature",Dog,98118
Raspberry,2014-05-16T00:00:00.000,139723,"Retriever, Golden","Poodle, Standard",Dog,98144
Isabella,2014-05-03T00:00:00.000,959982,Shih Tzu,,Dog,98106
Brooke,2014-04-04T00:00:00.000,722451,Beagle,,Dog,98133
Bella,2014-04-18T00:00:00.000,903851,"Retriever, Labrador",,Dog,98199
Mazzy,2014-06-06T00:00:00.000,895701,Domestic Medium Hair,,Cat,98119
Canela,2014-01-23T00:00:00.000,898583,"Dachshund, Miniature Smooth Haired",,Dog,98122
Oscar,2014-05-16T00:00:00.000,826116,"Chihuahua, Short Coat",,Dog,98103
Teddy,2014-06-05T00:00:00.000,905368,"Terrier, Yorkshire",Mix,Dog,98118
Moby,2014-04-14T00:00:00.000,28389,Domestic Shorthair,Manx,Cat,98116
Tuffy,2014-01-05T00:00:00.000,953055,Domestic Shorthair,,Cat,98103
Cutie Pie,2014-05-02T00:00:00.000,898846,Domestic Shorthair,,Cat,98118
Maggie,2014-06-02T00:00:00.000,952261,Domestic Shorthair,,Cat,98115
Martha,2014-03-17T00:00:00.000,18058,"Chihuahua, Short Coat",Mix,Dog,98107
Peggy,2014-03-17T00:00:00.000,18059,"Chihuahua, Short Coat",,Dog,98107
Ringo,2014-06-04T00:00:00.000,27397,Pointer,Mix,Dog,98119
Ling,2014-06-05T00:00:00.000,442944,Shih Tzu,,Dog,98199
Pete,2014-04-18T00:00:00.000,27081,Hound,Great Dane,Dog,98144
Ollie,2014-04-10T00:00:00.000,20648,Shetland Sheepdog,,Dog,98103
Little Bit,2014-04-17T00:00:00.000,18990,Domestic Shorthair,,Cat,98144
Piper,2014-05-30T00:00:00.000,20155,"Dachshund, Standard Long Haired",,Dog,98117
Amber,2014-04-28T00:00:00.000,82351,Australian Cattle Dog,,Dog,98116
Pumpkin,2014-04-25T00:00:00.000,76705,"Retriever, Labrador",Mix,Dog,98106
Alabama,2014-02-18T00:00:00.000,76196,"Schnauzer, Miniature",,Dog,98199
Honey,2014-04-02T00:00:00.000,137923,Miniature Pinscher,,Dog,98199
Charlie,2014-05-16T00:00:00.000,272703,Domestic Longhair,,Cat,98103
Bee,2014-06-04T00:00:00.000,138500,"Retriever, Labrador","Poodle, Standard",Dog,98119
Felicity Jane,2014-03-13T00:00:00.000,129221,Domestic Longhair,,Cat,98106
Kuma,2014-04-28T00:00:00.000,134434,"Retriever, Labrador",,Dog,98117
Bundle,2014-04-07T00:00:00.000,216220,Havanese,,Dog,98105
Momo,2014-04-14T00:00:00.000,207808,Shih Tzu,,Dog,98122
Chomot,2014-04-09T00:00:00.000,203609,Domestic Shorthair,,Cat,98119
Chuck,2014-06-03T00:00:00.000,207740,"Retriever, Labrador",Mix,Dog,98103
Chomel,2014-04-09T00:00:00.000,203608,Domestic Shorthair,,Cat,98119
Izzy,2014-04-11T00:00:00.000,283202,"Terrier, American Pit Bull",,Dog,98125
Stella,2014-04-04T00:00:00.000,352732,"Chihuahua, Short Coat",,Dog,98106
,2014-05-16T00:00:00.000,578320,Domestic Shorthair,,Cat, 
Max,2014-04-21T00:00:00.000,358888,"Retriever, Golden",,Dog,98133
Seamus,2014-04-29T00:00:00.000,358430,"Spaniel, American Cocker",,Dog,98115
Shane,2014-04-11T00:00:00.000,354196,"Collie, Rough",German Shepherd,Dog,98102
Billie,2014-03-13T00:00:00.000,442140,Portuguese Water Dog,,Dog,98125
Tundra,2014-05-16T00:00:00.000,354173,Akita,,Dog,98177
Mason,2014-04-12T00:00:00.000,437039,Shetland Sheepdog,,Dog,98119
Milo,2014-04-11T00:00:00.000,438679,"Retriever, Labrador",,Dog,98112
Aussie,2014-06-28T00:00:00.000,898452,Australian Shepherd,,Dog,98126
Ernest,2014-01-03T00:00:00.000,903826,Pug,,Dog,98199
Dutch,2014-01-16T00:00:00.000,16679,Domestic Shorthair,,Cat,98115
Rooney,2014-04-10T00:00:00.000,573213,Domestic Shorthair,,Cat,98199
Tuna,2014-04-07T00:00:00.000,573457,Domestic Shorthair,,Cat,98115
Frankie,2014-05-16T00:00:00.000,582087,"Retriever, Golden","Poodle, Miniature",Dog,98118
Picacho,2014-06-26T00:00:00.000,573515,Domestic Shorthair,,Cat,98103
Vinnie,2014-04-07T00:00:00.000,573459,Domestic Shorthair,,Cat,98115
Gabe,2014-04-07T00:00:00.000,585911,"Retriever, Labrador",,Dog,98105
Phoebe,2014-04-28T00:00:00.000,582142,"Poodle, Miniature",,Dog,98112
Pumba,2014-11-10T00:00:00.000,899149,Pug,,Dog,98115
Lucy,2014-04-21T00:00:00.000,723126,"Terrier, American Pit Bull",,Dog,98115
Scout,2014-02-12T00:00:00.000,726018,"Terrier, Cairn",,Dog,98146
Nalah,2014-04-14T00:00:00.000,582342,"Retriever, Labrador",Mix,Dog,98136
Kukula,2014-04-10T00:00:00.000,823466,Domestic Shorthair,,Cat,98102
Bart,2014-05-07T00:00:00.000,214330,"Retriever, Labrador",,Dog,98121
Murphy,2014-05-16T00:00:00.000,902751,Bichon Frise,,Dog,98112
Skooter,2014-06-05T00:00:00.000,899411,Bichon Frise,"Poodle, Miniature",Dog,98117
Sasha,2014-04-18T00:00:00.000,956419,"Retriever, Labrador","Poodle, Miniature",Dog,98115
Franco,2014-03-13T00:00:00.000,129218,Domestic Longhair,,Cat,98106
Dreamer,2014-04-07T00:00:00.000,134535,"Spaniel, American Cocker","Poodle, Miniature",Dog,98122
Cocoa,2014-04-16T00:00:00.000,203190,Domestic Medium Hair,,Cat,98119
,2014-02-25T00:00:00.000,953057,Domestic Shorthair,,Cat,98105
Bear,2014-02-14T00:00:00.000,23348,Leonberger,,Dog,98108
Autolycus,2014-01-08T00:00:00.000,18705,Domestic Shorthair,,Cat,98117
Camille,2014-04-18T00:00:00.000,18615,Siamese,Mix,Cat,98118
,2014-04-07T00:00:00.000,955362,Border Collie,Mix,Dog,98107
Nariko,2014-04-30T00:00:00.000,26907,"Retriever, Labrador","Retriever, Golden",Dog,98115
FitzRoy,2014-02-21T00:00:00.000,1290,Australian Shepherd,,Dog,98122
Mabel,2014-04-14T00:00:00.000,279384,Shepherd,"Retriever, Labrador",Dog,98101
Conor,2014-04-12T00:00:00.000,26752,"Retriever, Labrador",,Dog,98177
Cody,2014-04-07T00:00:00.000,82249,"Poodle, Miniature","Griffon, Brussels",Dog,98103
Pumpkin,2014-04-03T00:00:00.000,24509,Australian Cattle Dog,,Dog,98115
Chloe,2014-03-08T00:00:00.000,79490,"Retriever, Golden",,Dog,98115
Thatcher,2015-12-09T00:00:00.000,,Mix,,Cat,98144
Kirby,2014-06-16T00:00:00.000,729178,"Welsh Corgi, Pembroke",,Dog,98126
Tashi,2014-04-09T00:00:00.000,135591,Shih Tzu,,Dog,98102
Osa,2014-04-12T00:00:00.000,440311,Havanese,,Dog,98125
Stella,2014-04-11T00:00:00.000,137040,Australian Cattle Dog,"Terrier, American Pit Bull",Dog,98109
Link,2014-04-03T00:00:00.000,214189,"Retriever, Labrador",,Dog,98125
Kiera,2014-05-28T00:00:00.000,134929,"Retriever, Labrador",German Shepherd,Dog,98133
Dawson,2014-04-07T00:00:00.000,134943,Domestic Shorthair,,Cat,98116
Hank,2014-04-21T00:00:00.000,893265,"Retriever, Labrador",,Dog,98117
Missy,2014-04-21T00:00:00.000,720354,Domestic Medium Hair,,Cat,98103
Mariposa,2014-06-26T00:00:00.000,573516,Domestic Shorthair,,Cat,98103
Bella,2014-04-11T00:00:00.000,359192,"Retriever, Golden",,Dog,98117
Indie,2014-04-23T00:00:00.000,579705,"Retriever, Golden",Bernese Mountain Dog,Dog,98112
,2014-04-17T00:00:00.000,732632,Domestic Shorthair,,Cat,98108
Jack,2014-06-17T00:00:00.000,581998,Portuguese Water Dog,,Dog,98199
Max,2014-04-03T00:00:00.000,79224,Australian Shepherd,,Dog,98119
Kiki,2014-04-07T00:00:00.000,728909,"Terrier, American Pit Bull",,Dog,98119
Lily,2014-06-09T00:00:00.000,,"Retriever, Labrador",,Dog,98144
Daisy,2014-05-31T00:00:00.000,900970,"Retriever, Labrador",Mix,Dog,98117
Rocky Apollo,2014-05-16T00:00:00.000,900541,Maltese,Chinese Crested,Dog,98199
Mochi,2014-04-04T00:00:00.000,964086,Siamese,,Cat,98103
Jake,2014-06-17T00:00:00.000,900632,"Retriever, Labrador",Mix,Dog,98102
Abigail,2014-06-13T00:00:00.000,,"Retriever, Labrador",,Dog,98133
Baloo,2014-06-11T00:00:00.000,900411,"Chihuahua, Short Coat",Miniature Pinscher,Dog,98103
Louis,2014-04-04T00:00:00.000,278735,"Terrier, Scottish",,Dog,98103
Phoebe,2014-05-16T00:00:00.000,576325,"Retriever, Labrador",,Dog,98125
Peeka,2014-06-02T00:00:00.000,900375,Pomeranian,,Dog,98144
Violet,2014-04-21T00:00:00.000,957231,Maltese,"Terrier, Yorkshire",Dog,98136
Fenway,2014-04-23T00:00:00.000,951752,"Retriever, Labrador",,Dog,98133
Boo,2014-05-07T00:00:00.000,896627,Domestic Medium Hair,,Cat,98133
Savanah,2014-06-04T00:00:00.000,25887,"Retriever, Labrador",Italian Greyhound,Dog,98115
Corey,2014-04-14T00:00:00.000,959804,Border Collie,,Dog,98117
Jasper,2014-01-24T00:00:00.000,24167,Maltese,,Dog,98116
Monty,2014-04-18T00:00:00.000,79632,"Welsh Corgi, Pembroke",,Dog,98118
Puddy,2014-04-10T00:00:00.000,74839,Havanese,,Dog,98115
Amber,2014-05-27T00:00:00.000,76076,Domestic Medium Hair,,Cat, 
Mele,2014-05-22T00:00:00.000,,"Retriever, Labrador",,Dog,98122
